350	0.000130 	0.000130 	0.000335 	0.000056 	0.000027 	0.000044 	0.000400 	0.000000 	0.000257 	0.000061 	0.000070 	0.000036 	0.000296 	0.000063 	0.000528 	0.000144 	0.000547 	0.000000 	0.000000 	0.000000 
354	0.000107 	0.000103 	0.000275 	0.000044 	0.000025 	0.000034 	0.000343 	0.000000 	0.000243 	0.000068 	0.000065 	0.000034 	0.000291 	0.000055 	0.000431 	0.000149 	0.000506 	0.000000 	0.000000 	0.000000 
357	0.000083 	0.000076 	0.000215 	0.000031 	0.000023 	0.000025 	0.000287 	0.000000 	0.000230 	0.000075 	0.000059 	0.000033 	0.000286 	0.000046 	0.000333 	0.000153 	0.000465 	0.000000 	0.000000 	0.000000 
361	0.000062 	0.000052 	0.000170 	0.000022 	0.000021 	0.000018 	0.000234 	0.000000 	0.000213 	0.000076 	0.000051 	0.000030 	0.000284 	0.000039 	0.000252 	0.000149 	0.000422 	0.000000 	0.000000 	0.000000 
364	0.000051 	0.000043 	0.000179 	0.000021 	0.000022 	0.000016 	0.000192 	0.000000 	0.000189 	0.000060 	0.000038 	0.000023 	0.000291 	0.000034 	0.000228 	0.000119 	0.000375 	0.000000 	0.000000 	0.000000 
368	0.000040 	0.000033 	0.000189 	0.000020 	0.000022 	0.000014 	0.000150 	0.000000 	0.000164 	0.000044 	0.000025 	0.000015 	0.000298 	0.000029 	0.000203 	0.000089 	0.000327 	0.000000 	0.000000 	0.000000 
371	0.000034 	0.000028 	0.000183 	0.000020 	0.000022 	0.000012 	0.000123 	0.000000 	0.000141 	0.000036 	0.000017 	0.000010 	0.000287 	0.000027 	0.000183 	0.000079 	0.000285 	0.000000 	0.000000 	0.000000 
375	0.000039 	0.000033 	0.000151 	0.000020 	0.000021 	0.000012 	0.000124 	0.000000 	0.000121 	0.000039 	0.000020 	0.000010 	0.000245 	0.000031 	0.000169 	0.000101 	0.000253 	0.000000 	0.000000 	0.000000 
378	0.000044 	0.000039 	0.000120 	0.000020 	0.000019 	0.000011 	0.000124 	0.000000 	0.000101 	0.000043 	0.000022 	0.000009 	0.000203 	0.000035 	0.000155 	0.000124 	0.000221 	0.000000 	0.000000 	0.000000 
382	0.000251 	0.000039 	0.000122 	0.000018 	0.000017 	0.000012 	0.000120 	0.000000 	0.000087 	0.000038 	0.000023 	0.000009 	0.000175 	0.000033 	0.000137 	0.000125 	0.000186 	0.000000 	0.000000 	0.000000 
385	0.000648 	0.000035 	0.000155 	0.000016 	0.000015 	0.000015 	0.000113 	0.000000 	0.000079 	0.000025 	0.000022 	0.000009 	0.000159 	0.000024 	0.000117 	0.000104 	0.000149 	0.000000 	0.000000 	0.000000 
389	0.001046 	0.000031 	0.000188 	0.000013 	0.000013 	0.000018 	0.000106 	0.000000 	0.000071 	0.000012 	0.000021 	0.000010 	0.000143 	0.000015 	0.000096 	0.000083 	0.000113 	0.000000 	0.000000 	0.000000 
392	0.000406 	0.000038 	0.000462 	0.000043 	0.000012 	0.000044 	0.000103 	0.000000 	0.000077 	0.000009 	0.000019 	0.000009 	0.000144 	0.000014 	0.000102 	0.000071 	0.000109 	0.000000 	0.000000 	0.000000 
396	0.000504 	0.000051 	0.000861 	0.000089 	0.000012 	0.000082 	0.000101 	0.000000 	0.000088 	0.000012 	0.000017 	0.000008 	0.000153 	0.000014 	0.000121 	0.000064 	0.000123 	0.000000 	0.000000 	0.000000 
399	0.006775 	0.000063 	0.001259 	0.000135 	0.000012 	0.000120 	0.000100 	0.000000 	0.000100 	0.000014 	0.000016 	0.000007 	0.000162 	0.000015 	0.000141 	0.000056 	0.000137 	0.000000 	0.000000 	0.000000 
403	0.181179 	0.000095 	0.000991 	0.000533 	0.000011 	0.000105 	0.000093 	0.000000 	0.000098 	0.000014 	0.000015 	0.000007 	0.000144 	0.000020 	0.000127 	0.000061 	0.000140 	0.000000 	0.000000 	0.000000 
406	0.700053 	0.000131 	0.000557 	0.001019 	0.000010 	0.000078 	0.000086 	0.000000 	0.000091 	0.000013 	0.000014 	0.000007 	0.000119 	0.000023 	0.000104 	0.000068 	0.000140 	0.000000 	0.000000 	0.000000 
410	0.769303 	0.000168 	0.000123 	0.001506 	0.000008 	0.000051 	0.000078 	0.000000 	0.000085 	0.000012 	0.000012 	0.000006 	0.000093 	0.000026 	0.000081 	0.000075 	0.000140 	0.000000 	0.000000 	0.000000 
413	0.439145 	0.000317 	0.000189 	0.002262 	0.000010 	0.000057 	0.000074 	0.000000 	0.000069 	0.000012 	0.000013 	0.000006 	0.000085 	0.000023 	0.000088 	0.000065 	0.000136 	0.000000 	0.000000 	0.000000 
417	0.940100 	0.000473 	0.000286 	0.003036 	0.000012 	0.000065 	0.000069 	0.000000 	0.000053 	0.000012 	0.000013 	0.000005 	0.000078 	0.000020 	0.000096 	0.000054 	0.000132 	0.000000 	0.000000 	0.000000 
420	0.177178 	0.000628 	0.000385 	0.003663 	0.000013 	0.000072 	0.000067 	0.000000 	0.000037 	0.000012 	0.000014 	0.000005 	0.000071 	0.000016 	0.000103 	0.000044 	0.000128 	0.000000 	0.000000 	0.000000 
424	0.005508 	0.000766 	0.000507 	0.002735 	0.000011 	0.000076 	0.000082 	0.000000 	0.000035 	0.000012 	0.000012 	0.000004 	0.000081 	0.000012 	0.000092 	0.000042 	0.000124 	0.000000 	0.000000 	0.000000 
427	0.000495 	0.000903 	0.000629 	0.001806 	0.000008 	0.000080 	0.000097 	0.000000 	0.000032 	0.000012 	0.000010 	0.000004 	0.000090 	0.000008 	0.000082 	0.000040 	0.000120 	0.000000 	0.000000 	0.000000 
431	0.000125 	0.001420 	0.000677 	0.001056 	0.000010 	0.000080 	0.000104 	0.000000 	0.000030 	0.000011 	0.000009 	0.000003 	0.000095 	0.000007 	0.000070 	0.000039 	0.000114 	0.000000 	0.000000 	0.000000 
434	0.000059 	0.053203 	0.000473 	0.000909 	0.000024 	0.000065 	0.000087 	0.000000 	0.000030 	0.000011 	0.000010 	0.000003 	0.000090 	0.000007 	0.000057 	0.000043 	0.000100 	0.000000 	0.000000 	0.000000 
438	0.000075 	0.551653 	0.000269 	0.000763 	0.000039 	0.000049 	0.000071 	0.000000 	0.000030 	0.000011 	0.000011 	0.000003 	0.000085 	0.000007 	0.000044 	0.000046 	0.000086 	0.000000 	0.000000 	0.000000 
441	0.000124 	1.000000 	0.000278 	0.000711 	0.000053 	0.000039 	0.000057 	0.000000 	0.000030 	0.000010 	0.000011 	0.000003 	0.000079 	0.000007 	0.000038 	0.000046 	0.000077 	0.000000 	0.000000 	0.000000 
